Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
41.160.388,FALSE,TRUE,1248,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1700–1800,1700,1800,Brass,H. 6 1/2 in. (16.5 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1248,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.67.3,FALSE,TRUE,1249,American Decorative Arts,Candlestick,Candlestick,British,,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",H. 6 1/4 in. (15.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1249,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.67.4,FALSE,TRUE,1250,American Decorative Arts,Candlestick,Candlestick,British,,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",H. 6 1/4 in. (15.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1250,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"46.67.61a, b",FALSE,FALSE,1251,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1800–1900,1800,1900,Brass,H. 9 5/8 in. (24.4 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,France,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1251,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"46.67.62a, b",FALSE,FALSE,1252,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1800–1900,1800,1900,Brass,H. 9 5/8 in. (24.4 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,France,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1252,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"46.67.63a, b",FALSE,FALSE,1253,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1770–1800,1770,1800,Brass,H. 11 in. (27.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1253,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"46.67.64a, b",FALSE,FALSE,1254,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1770–1800,1770,1800,Brass,H. 11 in. (27.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1254,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.331,FALSE,TRUE,1255,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–60,1840,1860,Pressed glass,H. 5 1/16 in. (12.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1255,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.332,FALSE,TRUE,1256,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–60,1840,1860,Pressed glass,H. 5 1/8 in. (13 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1256,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.734,FALSE,TRUE,1257,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1257,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.735,FALSE,TRUE,1258,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1258,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.736,FALSE,TRUE,1259,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1259,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.737,FALSE,TRUE,1260,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1260,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.37,FALSE,FALSE,1261,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1710–20,1710,1720,Brass,H. 6 1/4 in. (15.9 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1261,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.38,FALSE,FALSE,1262,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1710–20,1710,1720,Brass,H. 6 1/4 in. (15.9 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1262,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.45,FALSE,TRUE,1263,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1760,1757,1760,Brass,H. 5 1/4 in. (13.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1263,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.46,FALSE,TRUE,1264,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1760,1757,1760,Brass,H. 5 1/4 in. (13.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1264,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.47,FALSE,FALSE,1265,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1750,1747,1750,Brass,H. 8 3/8 in. (21.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1265,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.48,FALSE,FALSE,1266,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1750,1747,1750,Brass,H. 8 3/8 in. (21.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1266,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.49,FALSE,TRUE,1267,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1725–40,1725,1740,Brass,H. 8 3/8 in. (21.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1267,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.50,FALSE,TRUE,1268,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1725–40,1725,1740,Brass,H. 8 3/8 in. (21.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1268,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.51,FALSE,TRUE,1269,American Decorative Arts,Candlestick,Candlestick,American or British,,,,,,,,,,,,,,ca. 1750,1747,1750,Brass,H. 8 5/8 in. (21.9 cm),"Bequest of Adeline R. Brown, 1947",Possibly made in|Possibly made in,,,,United States|England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1269,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.53,FALSE,TRUE,1270,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1750–60,1750,1760,Brass,H. 8 3/4 in. (22.2 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1270,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.54,FALSE,TRUE,1271,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1750–60,1750,1760,Brass,H. 8 3/4 in. (22.2 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1271,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.55,FALSE,TRUE,1272,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1750–70,1750,1770,Brass,H. 7 3/4 in. (19.7 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1272,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.59,FALSE,TRUE,1273,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1750–60,1750,1760,Brass,H. 7 7/8 in. (20 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1273,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.60,FALSE,TRUE,1274,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1750–60,1750,1760,Brass,H. 7 7/8 in. (20 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1274,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.63,FALSE,FALSE,1275,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1760,1757,1760,Brass,H. 10 in. (25.4 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1275,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.64,FALSE,FALSE,1276,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1760,1757,1760,Brass,H. 10 in. (25.4 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1276,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.71,FALSE,FALSE,1277,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1820,1817,1820,Pewter,H. 7 3/4 in. (19.7 cm),"Bequest of Adeline R. Brown, 1947",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1277,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.135.72,FALSE,FALSE,1278,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1820,1817,1820,Pewter,H. 7 3/4 in. (19.7 cm),"Bequest of Adeline R. Brown, 1947",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1278,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.145.1,FALSE,TRUE,1279,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1790,1787,1790,Sheffield silver plate,H. 11 1/2 in. (29.2 cm),"Bequest of Fannie Randolph Gaunt, 1948",Probably made in,Sheffield,South Yorkshire,South Yorkshire,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1279,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
48.145.2,FALSE,TRUE,1280,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1790,1787,1790,Silver plate on copper,H. 11 1/2 in. (29.2 cm),"Bequest of Fannie Randolph Gaunt, 1948",Probably made in,Sheffield,South Yorkshire,South Yorkshire,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1280,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
57.131.1,FALSE,TRUE,1281,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–50,1840,1850,Pressed glass,H. 10 3/8 in. (26.4 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1281,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
57.131.2,FALSE,TRUE,1282,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–50,1840,1850,Pressed glass,H. 10 1/4 in. (26 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1282,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
57.131.5,FALSE,FALSE,1283,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,ca. 1920s,1917,1920,Pressed opaque green and white glass,H. 10 3/4 in. (27.3 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,Czech Republic,Bohemia,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1283,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
57.131.6,FALSE,FALSE,1284,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,ca. 1920s,1917,1920,Pressed opaque white and green glass,H. 10 3/4 in. (27.3 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,Czech Republic,Bohemia,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1284,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
57.131.7,FALSE,TRUE,1285,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1845–70,1845,1870,Pressed opaque blue glass,H. 9 3/4 in. (24.8 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1285,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
57.131.8,FALSE,TRUE,1286,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1845–70,1845,1870,Pressed opaque blue glass,H. 9 3/4 in. (24.8 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1286,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
57.131.9,FALSE,TRUE,1287,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–70,1840,1870,Pressed opaque blue and white glass,H. 10 7/8 in. (27.6 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1287,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
57.131.10,FALSE,TRUE,1288,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–70,1840,1870,Pressed opaque blue and white glass,H. 10 15/16 in. (27.8 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1288,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
66.10.30,FALSE,TRUE,1289,American Decorative Arts,Candlestick,Candlestick,"American, Shaker",,,,,,,,,,,,,,1820–60,1820,1860,Tin,H. 6 in. (15.2 cm); Diam. 3 5/8 in. (9.2 cm),"Friends of the American Wing Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1289,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
66.10.31,FALSE,TRUE,1290,American Decorative Arts,Candlestick,Candlestick,"American, Shaker",,,,,,,,,,,,,,1820–60,1820,1860,Tin,H. 6 in. (15.2 cm); Diam. 3 5/8 in. (9.2 cm),"Friends of the American Wing Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1290,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1970.126.6,FALSE,TRUE,1291,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1810,1807,1810,Silver plate on copper,12 1/16 x 6 1/8 x 5 in. (30.6 x 15.6 x 12.7 cm),"Gift of Mrs. B. Langdon Tyler and Mrs. William Floyd Nichols, 1970",Made in,Sheffield,South Yorkshire,South Yorkshire,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1291,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1970.126.7,FALSE,TRUE,1292,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1810,1807,1810,Silver plate on copper,12 1/16 x 6 1/8 x 5 in. (30.6 x 15.6 x 12.7 cm),"Gift of Mrs. B. Langdon Tyler and Mrs. William Floyd Nichols, 1970",Made in,Sheffield,South Yorkshire,South Yorkshire,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1292,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.69,FALSE,TRUE,1293,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1670–1700,1670,1700,Brass,H. 8 1/2 in. (21.6 cm); Diam. 6 1/8 in. (15.6 cm),"Bequest of Flora E. Whiting, 1971",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1293,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.70,FALSE,TRUE,1294,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1670–1700,1670,1700,Brass,H. 8 1/2 in. (21.6 cm); Diam. 6 1/8 in. (15.6 cm),"Bequest of Flora E. Whiting, 1971",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1294,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"1971.180.78a, b",FALSE,TRUE,1295,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1700–1800,1700,1800,"Copper, enamel, brass",8 5/8 x 4 13/16 in. (21.9 x 12.2 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/1295,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"1971.180.79a, b",FALSE,FALSE,1296,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1700–1800,1700,1800,"Copper, enamel, brass",8 5/8 x 4 13/16 in. (21.9 x 12.2 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/1296,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"1971.180.80a, b",FALSE,TRUE,1297,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1700–1800,1700,1800,"Copper, enamel",Dimensions unavailable,"Bequest of Flora E. Whiting, 1971",Made in,,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/1297,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"1971.180.81a, b",FALSE,TRUE,1298,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1700–1800,1700,1800,"Copper, enamel",Dimensions unavailable,"Bequest of Flora E. Whiting, 1971",Made in,,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/1298,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.117,FALSE,FALSE,1299,American Decorative Arts,Candlestick,Candlestick,Chinese,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,13 7/16 x 3 7/8 in. (34.1 x 9.8 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1299,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.118,FALSE,FALSE,1300,American Decorative Arts,Candlestick,Candlestick,Chinese,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,13 7/16 x 3 3/4 in. (34.1 x 9.5 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1300,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1985.330.1,FALSE,TRUE,1301,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Pairpoint Manufacturing Corporation,1894–1938,,Pairpoint Manufacturing Corporation ,,1894,1938,ca. 1905,1902,1905,Silver plate,7 7/8 x 5 1/8 x 5 1/8 in. (20 x 13 x 13 cm),"Purchase, Mr. and Mrs. David Lubart Gift, in memory of Katherine J. Lubart, 1944–1975, 1985",Made in,New Bedford,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1301,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1985.330.2,FALSE,TRUE,1302,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Pairpoint Manufacturing Corporation,1894–1938,,Pairpoint Manufacturing Corporation ,,1894,1938,ca. 1905,1902,1905,Silver plate,7 7/8 x 5 1/8 x 5 1/8 in. (20 x 13 x 13 cm),"Purchase, Mr. and Mrs. David Lubart Gift, in memory of Katherine J. Lubart, 1944–1975, 1985",Made in,New Bedford,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1302,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.304,FALSE,TRUE,1303,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,1840–50,1840,1850,Pressed yellow glass,H. 9 5/8 in. (24.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1303,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.305,FALSE,TRUE,1304,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,1840–50,1840,1850,Pressed yellow glass,H. 9 5/8 in. (24.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1304,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
51.171.21,FALSE,TRUE,1305,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,ca. 1827–35,1824,1835,Lacy pressed glass,H. 5 in. (12.7 cm),"Gift of Mrs. Charles W. Green, in memory of Dr. Charles W. Green, 1951",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1305,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
51.171.22,FALSE,TRUE,1306,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,ca. 1827–35,1824,1835,Lacy pressed glass,H. 5 in. (12.7 cm),"Gift of Mrs. Charles W. Green, in memory of Dr. Charles W. Green, 1951",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1306,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
57.131.3,FALSE,TRUE,1307,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,Probably,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,1845–65,1845,1865,Pressed opaque blue and white glass,H. 10 3/8 in. (26.4 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Probably made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1307,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
57.131.4,FALSE,TRUE,1308,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,Probably,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,1845–65,1845,1865,Pressed opaque blue and white glass,H. 10 1/4 in. (26 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Probably made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1308,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1985.145.1,FALSE,TRUE,1309,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Christian Dorflinger,1828–1915,,"Dorflinger, Christian",French,1828,1915,ca. 1852–60,1849,1860,Blown glass,6 3/4 x 4 in. (17.1 x 10.2 cm),"Gift of Katheryn Hait Dorflinger Manchee, 1985",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1309,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1985.145.2,FALSE,TRUE,1310,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Christian Dorflinger,1828–1915,,"Dorflinger, Christian",French,1828,1915,ca. 1852–60,1849,1860,Blown glass,7 x 4 in. (17.8 x 10.2 cm),"Gift of Katheryn Hait Dorflinger Manchee, 1985",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1310,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
41.29.1,FALSE,TRUE,1311,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Rufus Dunham,1815–1882,,"Dunham, Rufus",,1815,1882,1837–60,1837,1860,Pewter,H. 6 in. (15.2 cm),"Gift of Mrs. Frederick S. Fish, 1941",Made in,Westbrook,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1311,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
